"Item Number","Category","Vendor Number","Pack","Bottle Volume (ml)","State Bottle Retail","County","Store Number","City","Bottles Sold","Popularity"
37664,1031100,"380",12,500,6.36,66,159,84,14645,"Unpopular"
37665,1031100,"380",6,1750,19.58,75,154,90,37924,"Popular"
37710,1031100,"506",12,750,17.51,4,5,5,328,"Unpopular"
37880,1031100,"255",24,200,2.64,28,197,39,57501,"Popular"
37881,1031100,"255",12,500,6.9,55,280,83,14156,"Unpopular"
37886,1031100,"255",12,750,8.07,86,533,130,73807,"Popular"
37888,1031100,"255",6,1750,15,75,397,106,53164,"Popular"
37889,1031100,"255",12,375,4.2,54,298,75,60307,"Popular"
37934,1031100,"055",24,375,2.61,75,336,135,84413,"Popular"
37935,1031100,"055",12,750,5.46,61,218,83,41005,"Popular"
37936,1031100,"055",12,750,5.46,80,298,120,22613,"Unpopular"
37937,1031100,"055",12,1000,6.63,66,156,94,20273,"Unpopular"
37938,1031100,"055",6,1750,10.67,97,509,181,181671,"Popular"
37974,1701100,"260",12,750,12.38,36,112,50,1123,"Unpopular"
37986,1031100,"461",12,750,13.52,99,533,151,35090,"Popular"
37987,1031100,"461",12,1000,18.53,57,139,82,9929,"Unpopular"
37988,1031100,"461",6,1750,25.73,79,341,102,21464,"Unpopular"
37991,1031100,"260",12,500,11.21,124,1507,367,130726,"Popular"
37993,1031100,"260",48,200,3.81,98,658,166,169899,"Popular"
37994,1031100,"260",24,375,7.13,126,1607,376,470377,"Popular"
37996,1031100,"260",12,750,12.38,126,1766,396,359955,"Popular"
37997,1031100,"260",12,1000,13.88,114,596,242,157800,"Popular"
37998,1031100,"260",6,1750,22.13,116,1183,294,127187,"Popular"
38006,1031100,"260",12,750,12.38,115,891,273,168086,"Popular"
38008,1031100,"260",6,1750,22.13,113,927,249,276117,"Popular"
38031,1031100,"370",12,750,11.24,61,167,81,13507,"Unpopular"
38033,1031100,"370",6,1750,22.49,30,47,38,2452,"Unpopular"
38046,1031100,"154",12,750,14.16,53,158,74,13183,"Unpopular"
38056,1031100,"195",12,750,9,107,822,313,80744,"Popular"
38058,1031100,"195",12,1000,10.77,57,166,99,49535,"Popular"
38073,1031100,"617",12,750,10.5,20,44,29,941,"Unpopular"
38075,1031100,"617",6,1750,21,14,26,20,458,"Unpopular"
38081,1031100,"421",10,600,9,28,59,30,1068,"Unpopular"
38086,1031100,"421",12,750,7.5,61,194,87,22861,"Unpopular"
38088,1031100,"421",6,1750,14.16,87,461,141,292103,"Popular"
38089,1031100,"421",48,100,1.34,46,157,68,86295,"Popular"
38091,1031100,"421",12,750,15,30,50,35,608,"Unpopular"
38102,1031100,"421",12,50,6.45,36,99,57,1675,"Unpopular"
38110,1701100,"421",12,50,6.45,20,25,22,192,"Unpopular"
38169,1031100,"300",12,750,10.5,58,156,81,10681,"Unpopular"
38170,1701100,"300",6,2250,20.76,28,50,35,1382,"Unpopular"
38174,1031100,"301",12,375,8.13,117,1464,337,252422,"Popular"
38176,1031100,"301",12,750,14.46,126,1926,421,1339004,"Popular"
38177,1031100,"301",12,1000,19.01,115,851,284,1346506,"Popular"
38178,1031100,"301",6,1750,28.5,127,1725,404,1089693,"Popular"
38179,1031100,"301",24,200,5.24,100,673,171,101371,"Popular"
38180,1031100,"301",5,600,19.2,114,1043,262,33770,"Popular"
38194,1031100,"301",5,50,19.2,109,1133,301,27672,"Popular"
38221,1031100,"888",6,750,25.5,15,19,17,70,"Unpopular"
38225,1031100,"888",6,750,25.5,12,16,14,62,"Unpopular"
38494,1031100,"380",12,750,9.75,15,26,20,3455,"Unpopular"
38504,1031100,"521",6,50,7.25,30,52,39,383,"Unpopular"
38507,1031100,"521",12,750,13.52,61,181,89,10096,"Unpopular"
38508,1701100,"521",6,1750,22.55,28,57,39,2430,"Unpopular"
38519,1031100,"421",6,1750,28.5,15,28,20,351,"Unpopular"
38530,1031100,"421",12,50,6.45,38,73,53,877,"Unpopular"
38580,1031100,"209",12,1000,5.63,18,39,21,2533,"Unpopular"
38581,1031100,"209",6,1750,9.75,38,114,54,87136,"Popular"
38638,1031100,"684",6,750,25.5,23,37,30,179,"Unpopular"
39118,1031100,"702",12,750,20.01,6,6,6,23,"Unpopular"
39122,1031200,"698",6,750,15.5,9,10,10,52,"Unpopular"
39123,1031100,"698",6,750,15.5,11,15,12,88,"Unpopular"
39299,1031100,"368",6,750,16.01,5,5,5,21,"Unpopular"
39300,1031200,"654",6,750,20.25,31,66,43,1220,"Unpopular"
39301,1031200,"654",6,50,21.6,15,34,20,140,"Unpopular"
39310,1031200,"657",6,750,17,17,32,25,181,"Unpopular"
39317,1031200,"657",6,750,17,17,30,22,241,"Unpopular"
39322,1031200,"259",12,750,12.75,60,154,84,3900,"Unpopular"
39325,1031200,"655",6,750,24,26,42,34,206,"Unpopular"
39352,1031200,"521",12,750,13.52,34,80,52,1798,"Unpopular"
39381,1031200,"205",24,200,2.99,37,125,47,4160,"Unpopular"
39382,1031200,"205",24,375,5.25,46,213,75,5139,"Unpopular"
39393,1031200,"380",12,50,6.9,18,30,24,77,"Unpopular"
39394,1031200,"380",12,750,16.5,15,30,20,297,"Unpopular"
39395,1031200,"380",12,50,6.9,11,15,15,31,"Unpopular"
39396,1031200,"380",12,750,16.5,18,34,23,347,"Unpopular"
39397,1031200,"380",12,50,6.9,20,37,28,195,"Unpopular"
39398,1031200,"380",12,750,16.5,15,35,22,505,"Unpopular"
39408,1031200,"626",12,1000,9,29,68,39,1041,"Unpopular"
39412,1031200,"706",12,750,28.5,31,45,35,195,"Unpopular"
39419,1031200,"205",24,375,5.25,49,220,64,8401,"Unpopular"
39420,1031200,"205",12,750,11.25,60,304,92,10162,"Unpopular"
39421,1031200,"205",6,1750,21,22,71,29,864,"Unpopular"
39422,1031200,"205",10,50,8.31,98,718,182,28191,"Popular"
39423,1031200,"205",12,1000,11,78,311,128,27396,"Popular"
39430,1031100,"421",24,375,6.3,10,10,10,111,"Unpopular"
39443,1031200,"232",6,750,16.5,13,26,15,139,"Unpopular"
39449,1031200,"521",12,750,13.52,48,119,67,3922,"Unpopular"
39459,1091200,"229",12,750,9.98,27,49,37,2446,"Unpopular"
39460,1031200,"255",12,50,6.9,35,89,51,695,"Unpopular"
39466,1031100,"205",12,750,12.75,56,223,84,6333,"Unpopular"
39476,1031200,"255",12,750,8.07,25,56,32,575,"Unpopular"
39492,1701100,"205",12,750,11.25,105,1164,279,142263,"Popular"
39500,1031200,"521",6,50,7.25,47,129,70,2182,"Unpopular"
39515,1031100,"421",5,50,9,16,23,18,403,"Unpopular"
39524,1701100,"277",6,1000,23.96,9,14,11,177,"Unpopular"
39533,1701100,"461",12,750,13.5,23,39,30,324,"Unpopular"
39553,1031100,"259",10,500,7.58,36,68,48,1005,"Unpopular"
39555,1031100,"259",12,500,6.32,81,370,128,22612,"Unpopular"
39556,1031100,"259",12,500,6.32,27,55,36,931,"Unpopular"
39559,1031200,"259",10,50,7.58,36,68,47,1362,"Unpopular"
39577,1031200,"325",6,750,21,43,73,56,2220,"Unpopular"
39594,1031200,"255",12,500,6.9,37,110,52,1371,"Unpopular"
39597,1031200,"255",12,750,8.07,33,82,38,1120,"Unpopular"
39607,1031100,"434",12,1000,9,9,10,9,149,"Unpopular"
39608,1031100,"434",6,1750,15,11,13,12,88,"Unpopular"
39611,1031200,"325",6,750,24,24,40,29,964,"Unpopular"
39619,1031200,"521",12,750,13.52,63,175,93,7748,"Unpopular"
39629,1031100,"552",6,750,20.25,18,28,22,186,"Unpopular"
39635,1031200,"521",6,500,7.25,47,99,64,748,"Unpopular"
39648,1031200,"521",12,750,13.52,60,172,85,9140,"Unpopular"
39650,1031200,"521",6,500,7.25,52,149,72,3252,"Unpopular"
39655,1031200,"255",12,500,6.9,38,105,55,1476,"Unpopular"
39659,1031200,"255",12,750,8.07,42,149,57,4502,"Unpopular"
39665,1031200,"521",12,750,13.52,40,88,51,1454,"Unpopular"
39669,1701100,"300",6,50,7.35,29,51,36,249,"Unpopular"
39671,1031200,"300",12,750,10.5,35,66,45,916,"Unpopular"
39680,1031100,"259",12,500,6.32,56,163,80,4795,"Unpopular"
39690,1031200,"232",6,750,16.5,19,36,23,235,"Unpopular"
39694,1031200,"380",12,750,16.5,22,51,31,1352,"Unpopular"
39699,1031200,"325",6,750,19.5,51,102,71,4611,"Unpopular"
39704,1031200,"521",6,500,7.25,70,201,99,4730,"Unpopular"
39705,1031200,"521",6,500,7.25,69,211,102,5056,"Unpopular"
39706,1031200,"521",6,500,7.25,70,238,100,5427,"Unpopular"
39707,1031200,"521",12,750,13.52,50,133,67,2572,"Unpopular"
39714,1031200,"260",12,50,7.31,41,84,56,520,"Unpopular"
39715,1031200,"260",12,750,12.38,22,37,25,242,"Unpopular"
39723,1031200,"205",24,375,5.25,23,73,29,2731,"Unpopular"
39725,1031200,"205",12,750,11.25,61,288,86,15713,"Unpopular"
39727,1031200,"205",6,1750,21,15,32,20,564,"Unpopular"
39752,1031200,"055",12,750,4.97,26,40,32,10068,"Unpopular"
39753,1031200,"055",6,1750,10.38,46,71,54,18202,"Unpopular"
39755,1031200,"380",6,1750,16.49,28,49,35,474,"Unpopular"
39759,1031100,"380",12,500,6.6,12,20,15,93,"Unpopular"
39770,1031200,"380",12,500,6.6,91,474,158,23338,"Unpopular"
39771,1031200,"380",12,500,6.6,38,104,56,1707,"Unpopular"
39777,1031200,"461",12,750,13.52,13,25,17,403,"Unpopular"
39825,1031200,"521",12,750,13.52,70,226,106,20449,"Unpopular"
39827,1031200,"521",12,750,13.52,56,154,81,7065,"Unpopular"
39830,1031200,"255",12,750,8.07,19,46,27,435,"Unpopular"
39834,1031200,"255",12,750,8.07,29,60,38,732,"Unpopular"
39839,1031200,"521",12,750,13.52,74,227,108,13457,"Unpopular"
39856,1031200,"461",12,750,13.52,28,63,40,1152,"Unpopular"
39864,1031100,"260",24,375,7.13,14,25,16,932,"Unpopular"
39865,1031200,"380",24,375,5.18,83,447,139,35392,"Popular"
39866,1031100,"260",12,750,14.25,103,516,180,34405,"Popular"
39868,1031100,"260",6,1750,24,52,134,74,4563,"Unpopular"
39871,1031200,"260",12,750,12.38,23,48,29,397,"Unpopular"
39876,1031200,"260",12,750,12.38,31,61,40,763,"Unpopular"
39892,1031200,"260",12,750,12.38,32,59,40,544,"Unpopular"
39916,1031200,"205",24,200,2.99,47,248,67,24734,"Unpopular"
39917,1031200,"205",24,375,5.25,61,392,101,26371,"Popular"
39918,1031200,"205",12,750,11.25,91,722,150,44805,"Popular"
39919,1031200,"205",6,1750,21,34,133,41,2519,"Unpopular"
39920,1031200,"259",6,600,7.26,53,137,72,4540,"Unpopular"
39922,1031200,"259",12,750,13.5,79,291,114,25120,"Popular"
39930,1031200,"380",6,1750,26.27,8,11,11,133,"Unpopular"
39939,1031200,"461",12,750,13.52,15,34,22,344,"Unpopular"
39943,1031200,"461",12,750,13.52,18,39,25,258,"Unpopular"
39951,1031200,"205",24,200,2.99,16,47,23,1392,"Unpopular"
39952,1031200,"205",24,375,5.25,18,55,23,1319,"Unpopular"
40007,1031200,"380",12,750,9.75,22,45,33,208,"Unpopular"
40047,1031200,"205",10,600,8.31,52,211,74,4754,"Unpopular"
40048,1031200,"205",12,750,11.25,65,254,90,10390,"Unpopular"
40052,1031200,"259",6,600,7.26,56,150,80,6846,"Unpopular"
40053,1031200,"259",12,750,13.5,94,453,154,61281,"Popular"
40055,1700000,"259",6,1750,21.75,18,43,26,1560,"Unpopular"
40069,1031200,"205",24,200,2.99,28,139,39,10291,"Unpopular"
40070,1031200,"205",24,375,5.25,43,239,56,16345,"Unpopular"
40071,1031200,"205",12,750,11.25,79,451,119,36495,"Popular"
40073,1031200,"205",6,1750,21,29,91,36,1551,"Unpopular"
40118,1031100,"300",6,1750,10.22,34,52,36,4409,"Unpopular"
40121,1031100,"421",12,750,10.01,19,23,21,232,"Unpopular"
40126,1031200,"259",12,750,6.72,53,225,72,18390,"Unpopular"
40151,1031200,"259",6,600,7.26,56,155,77,3381,"Unpopular"
40152,1031200,"259",12,750,13.5,77,261,117,14307,"Unpopular"
40182,1031200,"205",10,600,8.31,38,110,46,1168,"Unpopular"
40186,1031200,"205",12,750,11.25,74,329,107,22335,"Unpopular"
40189,1031200,"205",10,600,8.31,62,297,88,4911,"Unpopular"
40190,1031200,"205",48,100,1.5,23,70,30,8051,"Unpopular"
40191,1031200,"205",24,200,2.99,44,247,59,28549,"Popular"
40192,1031200,"205",24,375,5.25,51,354,74,33333,"Popular"
40193,1031200,"205",12,750,11.25,93,620,140,64241,"Popular"
40196,1031100,"421",12,750,14.01,7,10,9,184,"Unpopular"
40229,1031200,"380",12,750,9.75,39,64,51,714,"Unpopular"
40244,1031200,"380",6,750,16.5,52,135,73,5026,"Unpopular"
40289,1031200,"205",12,750,11.25,70,277,93,9057,"Unpopular"
40313,1031200,"205",6,1750,21,42,190,50,6086,"Unpopular"
40315,1031200,"205",6,1750,21,36,136,43,2652,"Unpopular"
40326,1031200,"259",6,600,7.26,44,123,61,3688,"Unpopular"
40327,1031200,"259",12,750,13.5,89,400,141,36977,"Popular"
40329,1031200,"259",6,1750,21,32,83,47,9731,"Unpopular"
40331,1031200,"259",12,750,13.5,75,220,111,13313,"Unpopular"
40359,1031200,"259",12,750,6.72,61,234,84,16739,"Unpopular"
40363,1031200,"259",12,750,6.72,55,202,78,11833,"Unpopular"
40394,1031200,"380",12,750,9.75,14,18,16,74,"Unpopular"
40465,1031200,"461",12,750,13.52,43,134,64,5630,"Unpopular"
40500,1031200,"300",48,200,1.7,44,176,56,46461,"Popular"
40528,1031200,"300",48,200,1.7,44,177,60,37014,"Popular"
40569,NA,"306",12,375,13.64,19,36,24,3903,"Unpopular"
40590,1031200,"205",10,600,8.31,74,364,112,10182,"Unpopular"
40591,1031200,"205",48,100,1.5,24,80,27,10349,"Unpopular"
40592,1031200,"205",24,200,2.99,48,312,70,52902,"Popular"
40593,1031200,"205",24,375,5.25,82,637,146,107167,"Popular"
40594,1031200,"205",12,750,11.25,114,1290,301,146423,"Popular"
40597,1031200,"205",24,200,2.99,43,256,62,22094,"Unpopular"
40598,1031200,"205",24,375,5.25,54,364,73,32700,"Popular"
40599,1031200,"205",12,750,11.25,91,615,135,44449,"Popular"
40649,1701100,"300",6,500,7.8,25,38,31,352,"Unpopular"
40656,1031200,"300",12,750,10.5,63,168,93,6415,"Unpopular"
40804,1031200,"461",12,750,13.52,39,117,54,7586,"Unpopular"
40821,1031200,"461",12,750,13.52,39,119,53,5568,"Unpopular"
40926,1031100,"260",12,750,12.38,55,167,70,6941,"Unpopular"
41019,1031200,"300",12,750,10.5,98,279,141,12779,"Unpopular"
41076,1031200,"260",12,750,15.09,99,571,222,32535,"Popular"
41077,1031200,"260",12,1000,15.75,81,227,142,26545,"Popular"
41078,1031200,"260",6,1750,22.46,79,267,142,13146,"Unpopular"
41156,1031200,"313",6,750,34.98,5,5,5,8,"Unpopular"
41161,1031200,"421",12,750,11.25,54,127,67,3244,"Unpopular"
41209,1031200,"421",12,750,14.01,65,176,99,5121,"Unpopular"
41279,1031200,"259",12,750,6.72,59,233,87,16892,"Unpopular"
41299,1031200,"259",12,750,6.72,68,264,91,22584,"Unpopular"
41316,1031200,"259",12,750,6.72,60,258,93,27928,"Popular"
41320,1031200,"259",12,750,6.72,60,222,81,11915,"Unpopular"
41326,1031200,"259",12,750,6.72,48,182,68,16166,"Unpopular"
41360,1031200,"380",12,750,9.75,110,641,237,18678,"Unpopular"
41413,1031200,"259",12,750,6.72,46,189,63,13054,"Unpopular"
41468,1701100,"300",6,50,7.55,17,24,21,144,"Unpopular"
41500,1031200,"434",12,1000,7.52,63,175,94,7293,"Unpopular"
41512,1031200,"255",12,750,8.07,39,115,49,3302,"Unpopular"
41550,1031200,"259",12,50,6,44,100,58,694,"Unpopular"
41602,1031200,"380",48,200,2.01,34,109,45,6312,"Unpopular"
41604,1031200,"380",12,750,9.75,116,627,235,68531,"Popular"
41625,1031200,"380",6,1750,15.96,58,146,80,5215,"Unpopular"
41653,1031200,"380",12,750,9.75,33,56,43,397,"Unpopular"
41670,1031200,"259",12,750,6.72,63,291,95,25703,"Popular"
41681,1031200,"380",6,1750,16.49,90,343,143,16574,"Unpopular"
41688,1031200,"380",12,750,9.75,112,643,284,29278,"Popular"
41691,1031200,"380",12,500,6.6,110,676,210,45100,"Popular"
41692,1031200,"380",6,1750,16.49,111,769,234,117520,"Popular"
41693,1031200,"380",12,750,9.75,126,1658,385,185522,"Popular"
41694,1031200,"380",12,1000,11.25,107,482,241,124656,"Popular"
41696,1031200,"380",12,750,9.75,111,607,226,17343,"Unpopular"
41698,1031200,"380",12,750,9.75,76,221,120,4368,"Unpopular"
41701,1031200,"380",12,750,9.75,41,78,52,538,"Unpopular"
41703,1031200,"380",12,500,6.6,88,394,145,12171,"Unpopular"
41704,1031200,"380",12,750,9.75,117,933,274,53705,"Popular"
41705,1031200,"380",12,1000,11.25,91,280,170,35153,"Popular"
41707,1031200,"380",12,1000,8.67,75,216,128,14733,"Unpopular"
41840,1031200,"259",12,750,6.72,60,211,85,13474,"Unpopular"
41844,1091200,"434",24,375,6.3,56,149,73,3941,"Unpopular"
41846,1091200,"434",12,750,13.5,122,964,290,150740,"Popular"
41848,1091200,"434",6,1750,25.7,59,158,86,4947,"Unpopular"
41867,1031200,"380",6,1750,16.49,22,35,27,494,"Unpopular"
41927,1031200,"259",12,750,6.72,61,233,86,14001,"Unpopular"
41942,1701100,"300",6,50,7.35,48,94,68,510,"Unpopular"
41943,1031200,"300",12,750,10.5,74,219,115,13632,"Unpopular"
41989,1031200,"380",12,750,9.75,119,894,277,46894,"Popular"
42009,1031200,"380",6,1750,16.49,63,182,85,6260,"Unpopular"
42079,1031200,"380",12,1000,11.25,66,148,98,8467,"Unpopular"
42120,1062500,"330",12,750,11.25,29,52,36,867,"Unpopular"
42127,1062500,"330",12,750,11.25,27,48,32,785,"Unpopular"
42137,1082000,"330",12,750,11.25,24,48,31,846,"Unpopular"
42149,1091200,"229",12,750,11.24,41,71,49,5846,"Unpopular"
42153,1031200,"380",12,750,9.75,55,124,76,1547,"Unpopular"
42166,1062300,"260",12,750,15,56,119,68,827,"Unpopular"
42167,1062300,"421",12,1000,19.5,66,166,94,16981,"Unpopular"
42175,1092000,"370",12,750,11.24,40,79,45,764,"Unpopular"
42201,1062200,"705",12,750,21.24,9,11,10,68,"Unpopular"
42204,1062500,"305",12,750,14.13,88,303,140,6800,"Unpopular"
42240,1062200,"305",12,750,14.13,78,215,113,5338,"Unpopular"
42242,1062500,"305",12,750,14.13,102,533,224,22248,"Unpopular"
42244,1062500,"305",12,750,14.13,67,168,105,2590,"Unpopular"
42249,1062100,"305",12,750,23.01,19,38,25,396,"Unpopular"
42312,1062500,"370",12,750,12.74,41,90,53,650,"Unpopular"
42370,1062300,"035",12,750,20.99,56,193,81,5529,"Unpopular"
42400,1062200,"235",12,750,19.16,2,2,2,12,"Unpopular"
42426,1062100,"460",12,750,10.5,21,45,28,470,"Unpopular"
42507,1062300,"389",12,750,22.49,36,79,47,1854,"Unpopular"
42566,1062500,"091",12,750,14.27,56,186,78,11055,"Unpopular"
42599,1092100,"035",6,750,27.51,37,91,52,3791,"Unpopular"
42610,1062500,"370",12,750,11.24,54,129,73,4902,"Unpopular"
42666,1062100,"389",12,750,14.97,64,203,91,13303,"Unpopular"
42676,1062500,"370",12,750,11.24,105,540,193,21132,"Unpopular"
42687,1062500,"370",12,750,11.99,95,359,144,15479,"Unpopular"
42699,1062500,"370",12,750,11.24,99,553,179,37820,"Popular"
42703,1062500,"370",12,750,11.24,110,729,219,63819,"Popular"
42712,1062500,"370",12,500,7.43,116,969,278,33355,"Popular"
42714,1062500,"370",24,375,5.99,101,575,183,29448,"Popular"
42716,1062500,"370",12,750,11.24,125,1851,419,471151,"Popular"
42717,1062500,"370",12,1000,16.49,112,617,267,357447,"Popular"
42718,1062500,"370",6,1750,24.74,116,713,232,146836,"Popular"
42720,1062500,"370",48,200,2.99,35,91,49,3385,"Unpopular"
42723,1062500,"370",12,750,11.24,42,86,52,593,"Unpopular"
42777,1062300,"260",6,750,33,54,174,76,5722,"Unpopular"
42893,1062200,"322",6,1750,15.75,38,71,48,1130,"Unpopular"
42983,1062300,"255",6,750,20.97,45,124,63,4051,"Unpopular"
42984,1062400,"380",6,1750,15,67,169,99,21250,"Unpopular"
43022,1062400,"259",12,500,5.67,99,704,200,46942,"Popular"
43024,1062400,"259",24,375,4.11,120,1134,353,278838,"Popular"
43025,1062400,"259",12,750,8.67,111,862,305,111949,"Popular"
43026,1062400,"259",12,750,8.67,123,1506,375,258255,"Popular"
43027,1062400,"259",12,1000,10.92,103,501,215,58701,"Popular"
43028,1062400,"259",6,1750,17.33,123,1554,369,383162,"Popular"
43031,1062100,"035",12,500,8.31,81,457,117,12996,"Unpopular"
43034,1062100,"035",24,375,6.75,82,444,119,17787,"Unpopular"
43035,1062100,"035",12,750,12.39,60,209,85,11953,"Unpopular"
43036,1062100,"035",12,750,12.39,109,760,189,47869,"Popular"
43037,1062100,"035",12,1000,14.25,81,221,126,13540,"Unpopular"
43038,1062100,"035",6,1750,22.5,97,454,137,37855,"Popular"
43040,1062100,"035",6,1750,22.5,58,145,77,10507,"Unpopular"
43049,1062500,"035",6,1750,22.5,30,65,39,1222,"Unpopular"
43050,1062500,"035",12,1000,14.25,57,171,83,26003,"Popular"
43051,1062500,"035",12,750,12.39,96,632,182,39549,"Popular"
43073,1062400,"259",12,750,11.21,79,299,138,11047,"Unpopular"
43076,1062500,"259",12,750,8.67,69,225,108,11523,"Unpopular"
43077,1062500,"259",12,1000,10.92,47,93,62,11133,"Unpopular"
43078,1701100,"259",6,1750,17.25,41,86,53,1601,"Unpopular"
43086,NA,"035",12,750,12.38,43,91,60,1046,"Unpopular"
43088,1062500,"035",6,1750,22.5,21,37,30,572,"Unpopular"
43095,1062500,"035",12,750,12.38,73,311,113,13952,"Unpopular"
43100,1062500,"035",6,1750,22.5,26,48,33,646,"Unpopular"
43109,1062300,"035",12,750,12.38,78,293,112,12430,"Unpopular"
43112,1062300,"035",6,1750,22.5,32,80,45,5053,"Unpopular"
43120,1062200,"035",6,1750,22.5,100,559,195,110540,"Popular"
43121,1062200,"035",12,500,8.31,126,1169,274,62045,"Popular"
43123,1062200,"035",48,200,3.75,79,435,119,43340,"Popular"
43124,1062200,"035",24,375,6.75,126,1499,375,138547,"Popular"
43125,1062200,"035",12,750,12.39,109,789,258,71897,"Popular"
43126,1062200,"035",12,750,12.39,125,1705,392,233341,"Popular"
43127,1062200,"035",12,1000,14.25,113,600,251,271612,"Popular"
43128,1062200,"035",6,1750,22.5,114,897,254,183145,"Popular"
43134,1062500,"035",12,375,6.75,71,337,110,10481,"Unpopular"
43136,1062500,"035",12,750,12.39,110,972,251,87798,"Popular"
43137,1062500,"035",12,1000,14.25,99,404,206,123124,"Popular"
43138,1062500,"035",6,1750,22.5,82,368,147,55698,"Popular"
43145,1062500,"035",12,750,12.39,79,372,125,16768,"Unpopular"
43174,1062100,"035",12,750,18.75,22,41,28,386,"Unpopular"
43201,1062400,"035",12,500,8.3,25,40,30,272,"Unpopular"
43203,1701100,"035",12,375,6,6,7,6,59,"Unpopular"
43205,1062400,"035",12,750,11.25,93,426,146,26563,"Popular"
43207,1062400,"035",6,1750,22.49,8,12,8,88,"Unpopular"
43208,1062400,"035",6,1750,22.49,38,98,53,4643,"Unpopular"
43219,1062500,"260",12,750,11.24,30,55,38,921,"Unpopular"
43226,1062500,"260",12,750,11.24,45,80,58,543,"Unpopular"
43232,1062500,"421",12,750,9.75,47,85,60,1107,"Unpopular"
43237,1062500,"421",12,750,9.75,46,118,70,1498,"Unpopular"
43244,1062400,"260",12,750,15.74,113,749,244,70593,"Popular"
43275,1062500,"322",12,750,8.25,24,33,27,584,"Unpopular"
43282,1062500,"421",12,750,9.75,55,106,72,841,"Unpopular"
