"Item Number","Category","Vendor Number","Pack","Bottle Volume (ml)","State Bottle Retail","County","Store Number","City","Bottles Sold","Popularity"
77318,1062400,"322",6,1750,15.75,72,243,111,25687,"Popular"
77319,1062400,"322",6,500,7.01,14,20,18,73,"Unpopular"
77322,1701100,"322",6,500,7.01,23,38,34,179,"Unpopular"
77323,1701100,"322",12,750,8.25,21,33,29,447,"Unpopular"
77324,1062500,"322",6,1750,15.75,63,178,87,11370,"Unpopular"
77330,1091100,"481",6,750,20.28,61,162,93,1903,"Unpopular"
77332,1091100,"481",6,750,19.5,34,48,38,382,"Unpopular"
77336,1091100,"481",6,750,19.5,19,22,20,276,"Unpopular"
77367,1091100,"481",6,750,20.28,53,117,76,1244,"Unpopular"
77375,1031200,"260",12,750,12.38,42,82,50,1257,"Unpopular"
77378,1031200,"260",12,750,12.38,67,192,87,6029,"Unpopular"
77420,1071100,"380",6,1750,15,38,72,49,1758,"Unpopular"
77472,1081600,"285",6,750,16.47,80,278,127,6299,"Unpopular"
77482,1091100,"300",12,750,14.99,23,42,28,491,"Unpopular"
77487,1092100,"421",12,1000,7.28,42,93,53,416234,"Popular"
77545,1071100,"308",12,375,9,89,364,164,6957,"Unpopular"
77632,1031200,"260",12,750,12.38,91,414,154,29124,"Popular"
77637,1031200,"260",12,750,12.38,91,439,148,30877,"Popular"
77646,1031200,"260",12,375,7.13,15,26,19,1986,"Unpopular"
77647,1031200,"260",12,750,12.38,93,405,142,25311,"Popular"
77648,1031200,"260",12,1000,13.88,42,81,59,12262,"Unpopular"
77658,1031200,"260",12,750,12.38,86,383,143,13679,"Unpopular"
77668,1031200,"260",12,750,12.38,72,298,117,14139,"Unpopular"
77673,1031200,"260",12,375,7.13,26,48,27,3717,"Unpopular"
77674,1031200,"260",12,750,12.38,95,503,149,25782,"Popular"
77682,1031200,"260",12,375,7.13,40,70,48,4472,"Unpopular"
77683,1031200,"260",12,750,12.38,116,693,217,80902,"Popular"
77688,1031200,"260",12,750,12.38,94,381,140,21727,"Unpopular"
77697,1031200,"260",12,375,7.13,21,34,24,1974,"Unpopular"
77698,1031200,"260",12,750,12.38,89,375,143,15766,"Unpopular"
77699,1031200,"260",12,1000,13.88,45,84,56,18549,"Unpopular"
77703,1031200,"260",12,750,12.38,67,225,96,4255,"Unpopular"
77709,1031200,"260",12,750,12.38,92,432,151,24607,"Unpopular"
77714,1031200,"260",12,750,12.38,83,355,127,21560,"Unpopular"
77719,1031200,"260",12,750,12.38,56,130,73,3197,"Unpopular"
77723,1081300,"086",12,750,9,6,7,7,28,"Unpopular"
77724,1081300,"086",12,750,9,9,11,10,99,"Unpopular"
77725,1081300,"086",12,750,9,4,5,5,92,"Unpopular"
77730,1081300,"305",6,750,11.91,66,127,91,5669,"Unpopular"
77739,1031200,"260",12,375,7.13,45,94,55,6006,"Unpopular"
77740,1031200,"260",12,750,12.38,107,862,204,104679,"Popular"
77741,1031200,"260",12,1000,13.88,64,167,100,26922,"Popular"
77746,1081300,"305",6,750,11.91,41,61,50,471,"Unpopular"
77768,1081300,"461",12,750,15.75,79,249,120,5901,"Unpopular"
77771,1701100,"461",12,500,7.5,53,123,70,1021,"Unpopular"
77773,1081300,"421",12,750,13.5,21,31,22,213,"Unpopular"
77774,1081300,"461",12,1000,20.73,73,153,101,16749,"Unpopular"
77776,1081300,"461",12,750,15.75,118,747,229,74472,"Popular"
77777,1081300,"461",12,375,8.87,38,64,47,1038,"Unpopular"
77779,1081300,"461",6,1750,29.25,33,70,49,4202,"Unpopular"
77786,1082000,"421",12,750,17.16,70,218,103,8225,"Unpopular"
77805,1091100,"154",12,750,12,82,329,138,34399,"Popular"
77824,1071100,"308",12,375,9,50,97,66,764,"Unpopular"
77841,1031200,"260",12,375,7.13,34,62,39,4492,"Unpopular"
77842,1031200,"260",12,750,12.38,107,699,193,67530,"Popular"
77843,1031200,"260",12,1000,13.88,51,120,72,13459,"Unpopular"
77846,1031200,"260",12,375,7.13,26,44,30,2890,"Unpopular"
77847,1031200,"260",12,750,12.38,106,637,197,54929,"Popular"
77848,1031200,"260",12,1000,13.88,62,124,91,11923,"Unpopular"
77851,1031200,"260",12,375,7.13,26,56,31,3729,"Unpopular"
77852,1031200,"260",12,750,12.38,114,867,276,44918,"Popular"
77858,1031200,"260",12,750,12.38,95,364,152,27333,"Popular"
77870,1031200,"260",12,750,12.38,35,75,47,505,"Unpopular"
77875,1031200,"260",12,750,12.38,71,270,103,6699,"Unpopular"
77880,1031200,"260",12,750,12.38,75,299,108,8602,"Unpopular"
77889,1031200,"260",12,750,12.38,65,191,93,8943,"Unpopular"
77900,1031200,"260",12,750,12.38,83,366,131,14712,"Unpopular"
77902,1701100,"260",12,50,11.21,64,224,98,3197,"Unpopular"
77903,1701100,"260",12,750,12.38,105,677,219,28304,"Popular"
77905,1071100,"308",6,375,9,35,62,43,257,"Unpopular"
77955,1701100,"260",12,500,7.35,110,893,281,21592,"Unpopular"
77956,1701100,"260",12,750,12.38,118,1224,323,114373,"Popular"
77966,1011200,"368",6,750,26.01,30,54,38,227,"Unpopular"
77976,1091100,"351",6,750,24.99,13,23,17,137,"Unpopular"
77977,1081300,"306",12,375,13.5,28,54,36,1560,"Unpopular"
77980,1081300,"351",6,750,24.99,4,7,5,40,"Unpopular"
77988,1700000,"260",12,750,12.38,70,272,104,5355,"Unpopular"
77994,1701100,"260",6,1750,22.13,80,275,127,10514,"Unpopular"
78007,1031200,"260",12,50,7.44,54,112,73,624,"Unpopular"
78008,1031200,"260",12,750,12.38,91,294,145,9386,"Unpopular"
78014,1091100,"353",12,750,27,22,38,30,264,"Unpopular"
78016,1081600,"619",24,200,3.75,31,62,41,1306,"Unpopular"
78021,1031200,"260",12,375,7.13,14,21,16,116,"Unpopular"
78022,1031200,"260",12,375,7.13,30,51,35,716,"Unpopular"
78023,1031200,"260",12,375,7.13,19,33,22,274,"Unpopular"
78027,1031200,"260",12,375,7.13,18,21,20,126,"Unpopular"
78029,1031200,"260",12,375,7.13,23,50,31,463,"Unpopular"
78033,1031200,"260",12,375,7.13,20,38,24,543,"Unpopular"
78034,1031200,"260",12,375,7.13,28,47,37,510,"Unpopular"
78050,1091100,"116",12,750,40.5,22,48,32,372,"Unpopular"
78059,NA,"306",12,375,13.5,1,1,1,84,"Unpopular"
78070,1031200,"260",12,50,11.21,59,125,80,787,"Unpopular"
78071,1031200,"260",12,750,12.38,92,414,152,19707,"Unpopular"
78072,1031200,"260",12,50,11.21,67,142,91,1029,"Unpopular"
78073,1031200,"260",12,750,12.38,90,441,153,17467,"Unpopular"
78078,1031200,"260",12,50,11.21,73,234,118,1633,"Unpopular"
78079,1031200,"260",12,750,12.38,94,533,177,17014,"Unpopular"
78107,1091100,"481",6,750,20.28,54,119,79,1227,"Unpopular"
78108,1081200,"481",6,750,20.28,55,104,69,935,"Unpopular"
78113,1091100,"566",6,750,22.5,39,135,68,3828,"Unpopular"
78115,1091100,"154",8,50,12.57,57,203,90,1982,"Unpopular"
78128,1701100,"260",12,50,11.21,97,528,183,8478,"Unpopular"
78129,1701100,"260",6,1750,22.13,60,182,82,5209,"Unpopular"
78133,1701100,"260",12,750,12.38,99,716,210,34343,"Popular"
78153,1091100,"481",6,750,20.28,46,101,64,1026,"Unpopular"
78456,1081300,"434",12,750,7.5,104,389,197,20569,"Unpopular"
78590,1081200,"368",10,600,17.28,39,65,50,611,"Unpopular"
78592,1081200,"368",12,750,15.57,36,68,47,1271,"Unpopular"
78593,1081200,"368",10,600,25.92,29,44,38,193,"Unpopular"
78594,1081200,"368",12,750,23.36,26,42,36,363,"Unpopular"
78616,1081300,"434",12,750,7.11,71,192,111,7569,"Unpopular"
78866,1081300,"434",12,750,7.5,105,399,200,22926,"Unpopular"
79026,1081300,"434",12,750,7.11,82,237,131,10946,"Unpopular"
79336,1081300,"434",12,750,7.5,108,457,216,23597,"Unpopular"
79516,1081300,"434",12,750,7.11,80,219,122,5947,"Unpopular"
79966,1081300,"434",12,750,7.11,91,258,143,6126,"Unpopular"
80001,1701100,"035",12,750,15,35,73,46,609,"Unpopular"
80003,1081300,"305",12,500,9.9,57,137,77,1068,"Unpopular"
80004,1081300,"305",12,750,14.13,105,547,240,9509,"Unpopular"
80014,1081300,"305",12,500,9.9,58,124,78,1310,"Unpopular"
80015,1081300,"305",12,750,14.13,93,329,147,12535,"Unpopular"
80017,1081200,"305",12,50,9.9,38,60,46,524,"Unpopular"
80022,1062500,"305",12,750,14.13,47,87,61,843,"Unpopular"
80023,1081200,"421",12,750,15.6,90,431,167,2860,"Unpopular"
80024,NA,"305",12,750,14.13,86,278,131,8975,"Unpopular"
80034,1081200,"010",6,750,16.5,23,37,28,233,"Unpopular"
80058,1071100,"055",6,1750,9.75,90,291,139,8117,"Unpopular"
80060,1081200,"010",6,750,15.99,27,40,33,187,"Unpopular"
80096,1081300,"065",12,750,7.88,92,326,154,15131,"Unpopular"
80128,1701100,"434",12,50,7.01,33,64,43,634,"Unpopular"
80130,1081200,"434",12,750,11.25,70,210,98,7739,"Unpopular"
80143,1081300,"962",6,750,15,45,80,60,766,"Unpopular"
80144,1701100,"259",12,750,8.15,33,47,40,541,"Unpopular"
80145,1701100,"259",12,750,8.15,87,275,137,10365,"Unpopular"
80148,1081300,"962",12,500,7.35,40,52,45,363,"Unpopular"
80159,1081300,"962",6,750,15,54,92,68,983,"Unpopular"
80162,1081300,"962",12,500,7.35,41,61,49,484,"Unpopular"
80234,1081200,"306",6,50,15,55,113,76,1956,"Unpopular"
80236,1081200,"306",6,750,15.26,93,326,156,45461,"Popular"
80237,1700000,"306",12,375,13.5,15,24,18,588,"Unpopular"
80238,1701100,"306",6,750,15.26,45,111,63,1053,"Unpopular"
80239,1081200,"306",6,750,15.26,67,208,105,5256,"Unpopular"
80250,1701100,"065",12,750,15,47,98,61,950,"Unpopular"
80295,1081200,"300",12,750,14.24,36,78,47,808,"Unpopular"
80296,1081200,"583",12,750,18.75,54,131,78,2090,"Unpopular"
80326,1081200,"330",12,750,9.62,26,42,33,624,"Unpopular"
80332,1081300,"223",6,750,15.96,12,13,12,42,"Unpopular"
80343,1081600,"536",6,750,24.75,33,93,50,559,"Unpopular"
80345,1701100,"536",6,750,24.75,7,11,9,62,"Unpopular"
80382,1011400,"346",6,750,15,60,135,84,1168,"Unpopular"
80421,1081200,"285",12,750,7.56,43,60,47,628,"Unpopular"
80422,1081200,"285",6,1750,14.16,10,12,12,63,"Unpopular"
80428,1701100,"341",6,750,20,15,22,20,114,"Unpopular"
80438,1081200,"322",6,750,15,70,162,97,3286,"Unpopular"
80442,1081200,"380",12,750,12,43,65,51,615,"Unpopular"
80445,1081200,"163",6,750,18.75,11,22,16,134,"Unpopular"
80447,1081200,"216",6,750,15,49,114,66,3444,"Unpopular"
80451,1081200,"421",10,50,12.6,51,103,63,845,"Unpopular"
80456,1081200,"330",12,750,10.05,109,541,202,104135,"Popular"
80457,1081200,"330",12,1000,10.85,70,204,123,46171,"Popular"
80458,1081200,"330",6,1750,17.31,62,175,92,30493,"Popular"
80485,1081200,"305",6,750,15,86,294,146,7805,"Unpopular"
80486,1081200,"305",6,750,15,90,271,149,4558,"Unpopular"
80487,1081200,"305",6,750,15,90,290,153,8334,"Unpopular"
80488,1081200,"305",6,750,15,94,324,164,9429,"Unpopular"
80518,1081200,"481",6,750,20.28,65,152,97,2153,"Unpopular"
80530,1701100,"305",12,50,9.75,58,109,79,1154,"Unpopular"
80531,1701100,"305",12,750,15,70,143,93,4316,"Unpopular"
80571,1081400,"434",12,500,6.83,94,483,166,22570,"Unpopular"
80574,1081400,"434",24,375,3.39,71,358,127,51961,"Popular"
80576,1081400,"434",12,750,5.25,86,393,152,29581,"Popular"
80577,1081400,"434",12,1000,5.76,66,211,119,37627,"Popular"
80578,1081400,"434",6,1750,10.5,59,228,105,35590,"Popular"
80580,1081400,"434",12,750,7.5,43,108,58,6693,"Unpopular"
80589,1081400,"434",24,375,4.2,33,67,42,2907,"Unpopular"
80591,1081400,"434",12,50,8.51,50,110,62,1576,"Unpopular"
80686,1081400,"065",12,750,9.71,94,396,186,17998,"Unpopular"
80687,1081400,"065",12,1000,11.81,63,151,91,11291,"Unpopular"
80826,1081400,"421",12,750,14.25,88,259,123,16198,"Unpopular"
81124,1081400,"055",10,600,9,104,666,197,66264,"Popular"
81126,1081400,"055",12,750,11.69,45,106,57,2789,"Unpopular"
81177,1081400,"055",12,1000,5.76,30,44,33,2831,"Unpopular"
81196,1081400,"434",12,750,6,111,597,262,64365,"Popular"
81204,1081400,"434",24,375,3.42,108,520,209,49282,"Popular"
81206,1081400,"434",12,750,6,117,906,311,77982,"Popular"
81207,1081400,"434",12,1000,6.09,100,349,188,63255,"Popular"
81208,1081400,"434",6,1750,11.25,106,387,174,68832,"Popular"
81406,1081400,"434",12,750,12,54,132,76,7448,"Unpopular"
81966,1081400,"434",12,750,7.11,82,251,126,10520,"Unpopular"
82018,1701100,"434",12,50,7.41,30,41,34,182,"Unpopular"
82126,1081400,"434",12,750,7.11,77,294,123,15348,"Unpopular"
82127,1081400,"434",12,1000,7.5,50,134,77,21794,"Unpopular"
82146,1081400,"434",12,750,7.11,82,228,137,7144,"Unpopular"
82147,1081400,"434",12,1000,7.5,72,173,123,19012,"Unpopular"
82187,1081400,"434",12,1000,7.5,87,257,155,15994,"Unpopular"
82600,1081400,"065",6,1750,17.31,67,167,95,4405,"Unpopular"
82604,1081400,"065",24,375,4.59,81,208,106,3126,"Unpopular"
82605,1081400,"065",12,750,9.75,99,423,199,12400,"Unpopular"
82606,1081400,"065",12,750,9.75,119,1138,354,40910,"Popular"
82607,1081400,"065",12,1000,11.81,105,449,222,90793,"Popular"
82610,1081400,"065",12,1000,11.81,99,342,192,22547,"Unpopular"
82611,1081400,"065",12,750,9.75,111,550,211,16281,"Unpopular"
82612,1081400,"065",12,750,9.75,78,179,125,6293,"Unpopular"
82618,1081400,"065",6,1750,17.31,36,55,43,844,"Unpopular"
82626,1081400,"065",12,750,9.75,90,373,164,8107,"Unpopular"
82627,1081400,"065",12,1000,11.81,95,276,160,33722,"Popular"
82636,1081400,"065",12,750,9.75,106,491,205,28161,"Popular"
82637,1081400,"065",12,1000,11.81,100,322,191,82665,"Popular"
82780,1081400,"065",12,750,9.75,81,230,139,10148,"Unpopular"
82786,1081400,"065",12,750,9.75,113,663,245,45119,"Popular"
82787,1081400,"065",12,1000,11.81,103,447,215,84618,"Popular"
82820,1081400,"065",12,750,9.75,104,487,194,24539,"Unpopular"
82826,1081400,"065",12,750,9.75,98,354,170,10195,"Unpopular"
82827,1081400,"065",12,1000,11.81,83,213,146,11793,"Unpopular"
82836,1081400,"065",12,750,9.75,93,359,159,7812,"Unpopular"
82837,1081400,"065",12,1000,11.81,81,173,127,5224,"Unpopular"
82840,1081400,"065",12,750,9.75,102,418,216,17605,"Unpopular"
82844,1081400,"065",24,375,4.59,92,248,139,5938,"Unpopular"
82846,1081400,"065",12,750,9.75,120,1124,343,94618,"Popular"
82847,1081400,"065",12,1000,11.81,108,490,225,258661,"Popular"
82849,1081400,"065",6,1750,17.31,94,254,152,21289,"Unpopular"
82857,1081400,"065",12,1000,11.81,91,254,139,8878,"Unpopular"
82866,1081400,"065",12,750,9.75,113,583,221,36861,"Popular"
82867,1081400,"065",12,1000,11.81,99,349,191,118814,"Popular"
82881,1081400,"065",12,750,10.16,76,270,116,12346,"Unpopular"
82898,1081400,"065",12,1000,11.81,67,137,89,6625,"Unpopular"
82957,1081400,"421",12,1000,14.81,77,199,109,8801,"Unpopular"
83357,1081400,"380",12,1000,10.13,56,130,87,8007,"Unpopular"
83363,1081400,"380",12,750,7.73,101,348,167,26573,"Popular"
83370,1081400,"380",12,750,7.73,75,194,111,13368,"Unpopular"
83906,1081400,"421",12,750,5.51,87,288,149,10391,"Unpopular"
83907,1081400,"421",12,1000,6.81,92,241,155,15174,"Unpopular"
84141,1081400,"055",12,750,11.25,78,274,105,7688,"Unpopular"
84142,1081300,"055",1,50,77.4,75,296,107,1076,"Unpopular"
84143,1081400,"055",10,600,9,89,508,156,28477,"Popular"
84144,1081400,"055",12,750,11.69,35,77,43,2521,"Unpopular"
84145,1081300,"055",1,50,77.4,60,184,78,565,"Unpopular"
84151,1081400,"055",12,750,11.69,27,86,39,2629,"Unpopular"
84152,1081400,"055",10,600,9,77,327,116,18394,"Unpopular"
84153,1081400,"055",12,750,11.69,34,77,45,2536,"Unpopular"
84159,1081400,"055",12,750,11.69,79,379,122,10716,"Unpopular"
84160,1081300,"055",1,50,77.4,71,227,120,405,"Unpopular"
84166,1081400,"055",12,750,11.69,77,346,114,10599,"Unpopular"
84170,1081400,"055",12,750,11.69,99,584,177,28627,"Popular"
84171,1081400,"055",48,100,1.34,66,357,102,342123,"Popular"
84172,1081400,"055",10,600,9,111,1183,293,81877,"Popular"
84187,1081300,"055",48,100,1.43,46,125,58,24479,"Unpopular"
84197,NA,"055",10,600,9,89,528,153,34529,"Popular"
84201,1081400,"055",12,750,11.69,71,327,101,8829,"Unpopular"
84207,1081400,"055",10,600,9,94,581,168,51681,"Popular"
84211,1081400,"055",12,750,11.69,69,276,102,10363,"Unpopular"
84217,1081300,"055",48,100,1.43,56,168,70,61168,"Popular"
84219,1081300,"055",48,100,1.43,47,165,62,67046,"Popular"
84222,1081400,"055",10,50,7.74,91,440,153,13139,"Unpopular"
84223,1081300,"055",1,50,77.4,56,187,81,402,"Unpopular"
84224,1081400,"055",10,50,7.74,69,270,103,5863,"Unpopular"
84226,1081400,"055",10,50,7.74,84,467,153,16452,"Unpopular"
84228,1081300,"055",1,50,77.4,56,174,79,384,"Unpopular"
84230,1081300,"055",1,50,77.4,58,180,82,287,"Unpopular"
84307,1081400,"055",12,1000,7.5,31,52,38,6990,"Unpopular"
84367,1081400,"055",12,1000,7.5,36,58,41,3344,"Unpopular"
84393,1081300,"055",1,50,77.4,77,306,107,1009,"Unpopular"
84404,1081300,"055",48,100,1.43,54,195,69,63099,"Popular"
84456,1081400,"434",12,750,7.5,99,342,167,17077,"Unpopular"
84457,1081400,"434",12,1000,8.13,68,143,98,22020,"Unpopular"
84496,1081400,"434",12,750,7.5,104,363,197,13035,"Unpopular"
84617,1081400,"380",12,1000,8.25,81,236,137,26860,"Popular"
84636,1081400,"380",12,750,11.18,48,86,55,2863,"Unpopular"
85066,1081300,"434",12,750,7.11,56,124,78,2394,"Unpopular"
85437,1081400,"055",12,1000,6.75,48,97,71,6043,"Unpopular"
85526,1081300,"065",12,750,7.88,106,502,207,63983,"Popular"
85550,1081400,"370",12,1000,6.74,34,64,44,12239,"Unpopular"
85606,1081300,"434",12,750,7.5,92,288,155,33158,"Popular"
85720,1081600,"305",6,750,23.09,3,3,3,12,"Unpopular"
85796,1081600,"055",12,750,7.4,64,156,97,5480,"Unpopular"
85986,1081300,"305",12,750,5.63,16,30,20,768,"Unpopular"
85987,1701100,"305",12,1000,6,8,10,10,90,"Unpopular"
86016,1081500,"055",6,750,8.67,6,6,6,26,"Unpopular"
86092,1081500,"803",12,1000,7.49,11,13,11,137,"Unpopular"
86112,1081500,"065",12,1000,3.5,95,467,170,166682,"Popular"
86250,1081500,"434",12,750,4.01,77,209,123,15197,"Unpopular"
86251,1081500,"434",12,1000,3.63,88,295,136,304875,"Popular"
86272,1701100,"536",6,750,63,22,43,32,178,"Unpopular"
86273,1701100,"536",6,750,63,26,47,35,178,"Unpopular"
86274,1701100,"536",6,750,63,26,47,32,178,"Unpopular"
86275,1701100,"536",6,750,63,24,44,32,178,"Unpopular"
86310,1081500,"434",12,1000,4.5,23,58,36,6235,"Unpopular"
86379,1701100,"536",4,100,33.75,19,27,25,101,"Unpopular"
86382,1091100,"306",6,750,28.74,18,49,28,479,"Unpopular"
86383,1091100,"306",6,750,28.74,14,31,22,336,"Unpopular"
86390,1081500,"055",12,1000,3.2,46,106,59,95216,"Popular"
86404,1011200,"655",6,750,33.75,28,58,38,357,"Unpopular"
86420,1081200,"654",6,750,18.75,45,109,61,5890,"Unpopular"
86421,1081200,"654",6,50,25.2,28,48,34,311,"Unpopular"
86437,1011100,"255",24,200,7.5,12,17,16,203,"Unpopular"
86438,1011100,"255",12,375,13.5,22,41,32,324,"Unpopular"
86454,1012100,"259",8,50,11.25,84,299,141,2498,"Unpopular"
86455,1012100,"259",12,750,7.85,107,960,320,23695,"Unpopular"
86456,1012100,"259",6,1750,15.68,105,839,286,27926,"Popular"
86460,1700000,"306",6,750,28.74,9,13,12,120,"Unpopular"
86461,1700000,"306",6,750,28.74,9,14,12,120,"Unpopular"
86462,1011700,"706",12,750,46.5,12,20,13,69,"Unpopular"
86463,1011200,"493",12,375,10.67,24,39,30,357,"Unpopular"
86483,1081300,"421",12,750,13.88,38,67,46,486,"Unpopular"
86487,1081500,"055",12,1000,3.2,16,27,21,1342,"Unpopular"
86502,1011200,"493",12,50,9.45,50,119,68,668,"Unpopular"
86503,1011200,"493",12,750,19.68,59,208,86,3094,"Unpopular"
86506,1081500,"434",12,750,5.13,99,379,176,42654,"Popular"
86507,1081500,"434",12,1000,5.76,80,233,140,128688,"Popular"
86531,1011200,"065",12,50,8.1,37,77,52,640,"Unpopular"
86533,1011200,"065",12,750,18.75,46,110,59,2504,"Unpopular"
86536,1011200,"434",6,750,37.5,39,112,61,683,"Unpopular"
86542,1011400,"346",4,50,26.25,52,121,75,427,"Unpopular"
86543,1011400,"346",4,50,26.25,61,144,91,695,"Unpopular"
86544,1011400,"346",4,50,26.25,76,254,119,2215,"Unpopular"
86558,1011100,"421",10,50,9,63,171,89,4067,"Unpopular"
86559,1011100,"421",12,750,12.75,61,178,92,9142,"Unpopular"
86560,1091100,"594",12,750,12.08,31,59,41,3806,"Unpopular"
86562,1081600,"229",1,3000,45,38,99,62,194,"Unpopular"
86563,1081600,"229",12,750,7.5,56,168,87,5063,"Unpopular"
86564,1081600,"229",12,1000,9,26,41,28,1207,"Unpopular"
86565,1081600,"229",6,1750,13.5,32,59,41,1429,"Unpopular"
86582,1011200,"065",6,750,30,55,182,88,2966,"Unpopular"
86599,1701100,"260",12,750,23.39,62,127,78,1670,"Unpopular"
86611,1701100,"434",3,750,81,28,68,42,301,"Unpopular"
86623,1701100,"421",6,750,30,35,95,51,120,"Unpopular"
86624,1700000,"306",12,375,21,16,34,21,1044,"Unpopular"
86625,1081600,"259",12,500,8.25,30,52,34,3026,"Unpopular"
86626,1081600,"259",12,750,11.21,25,41,31,269,"Unpopular"
86637,1081500,"421",12,1000,4.52,50,104,70,16017,"Unpopular"
86638,1081600,"229",1,3000,45,2,2,2,2,"Unpopular"
86661,1081300,"086",12,750,19.94,31,58,41,1000,"Unpopular"
86666,1081600,"260",12,750,9.65,72,182,102,5679,"Unpopular"
86668,1011400,"085",12,500,13.59,111,847,231,27272,"Popular"
86669,1011400,"085",24,375,11.25,104,660,193,41106,"Popular"
86670,1011400,"085",12,750,23.36,128,1607,387,141611,"Popular"
86672,1011400,"085",12,1000,28.34,86,269,148,40032,"Popular"
86673,1011400,"085",6,1750,46.02,73,250,103,8008,"Unpopular"
86684,1091300,"421",12,750,14.82,34,46,39,397,"Unpopular"
86691,1011400,"085",12,500,13.59,106,885,236,33924,"Popular"
86692,1011400,"085",12,750,23.36,119,1266,311,81980,"Popular"
86693,1011400,"085",12,1000,28.34,82,222,145,53152,"Popular"
86694,1011400,"085",6,1750,46.02,60,159,83,6051,"Unpopular"
86698,1011400,"085",24,375,11.25,95,489,165,21396,"Unpopular"
86738,1081300,"341",6,750,21,14,15,15,52,"Unpopular"
86739,1091300,"346",8,300,13.13,99,549,207,27946,"Popular"
86742,1081300,"341",6,750,21,2,2,2,6,"Unpopular"
86746,1081600,"341",6,750,21,3,3,3,12,"Unpopular"
86748,1701100,"346",6,750,16.5,49,83,66,1016,"Unpopular"
86749,1091300,"346",6,750,16.5,74,216,116,6887,"Unpopular"
86764,1091100,"418",12,375,15.75,22,30,26,264,"Unpopular"
86781,1091300,"346",6,750,18.75,83,368,160,6754,"Unpopular"
86785,1091300,"346",6,750,18.75,91,388,178,12217,"Unpopular"
86796,1081600,"259",12,750,8.06,89,339,138,44168,"Popular"
86802,1081600,"421",12,750,15.5,56,88,71,502,"Unpopular"
86821,1081600,"395",12,750,16.25,89,318,134,17258,"Unpopular"
86832,1081600,"434",6,750,15,23,59,31,707,"Unpopular"
86833,1081600,"434",12,500,6.99,11,17,14,178,"Unpopular"
86834,1081600,"434",6,750,15,30,66,39,774,"Unpopular"
86835,1081600,"434",12,500,6.99,15,26,21,297,"Unpopular"
86839,1091300,"346",6,750,15,86,331,152,17264,"Unpopular"
86843,1091300,"346",6,750,15,97,512,197,50765,"Popular"
86845,1701100,"346",8,50,13.13,57,125,77,1439,"Unpopular"
86856,1011400,"342",12,750,18.75,13,22,17,167,"Unpopular"
86858,1011400,"342",12,750,18.75,12,18,14,129,"Unpopular"
86867,1011200,"421",10,600,9,39,104,54,1723,"Unpopular"
86872,1081600,"421",6,1750,31.5,23,28,25,167,"Unpopular"
86873,1011200,"421",12,750,17.25,77,315,151,5133,"Unpopular"
86881,1081600,"421",10,600,8.48,121,1224,323,65982,"Popular"
86883,1081600,"421",48,200,3.96,92,536,161,69817,"Popular"
86884,1081600,"421",24,375,7.17,126,1370,357,195411,"Popular"
86885,1081600,"421",12,750,15.5,113,862,314,39812,"Popular"
86886,1081600,"421",12,750,15.5,123,1560,384,144226,"Popular"
86887,1081600,"421",12,1000,19.46,106,487,244,146990,"Popular"
86888,1081600,"421",6,1750,30.39,112,659,229,70048,"Popular"
86899,1081600,"434",12,50,7.01,17,19,19,59,"Unpopular"
86906,1011700,"368",12,750,17.25,50,111,71,2287,"Unpopular"
86907,1011700,"368",12,750,17.25,24,38,27,262,"Unpopular"
86909,1011700,"368",12,750,17.25,46,110,63,1682,"Unpopular"
86910,1011700,"368",12,750,17.25,32,73,47,771,"Unpopular"
86915,1011700,"368",12,750,17.25,34,53,38,679,"Unpopular"
86916,1081600,"421",12,750,18.23,106,503,180,22897,"Unpopular"
86918,1081600,"421",6,1750,34.91,24,39,30,277,"Unpopular"
86952,1011200,"528",6,750,22.5,40,77,56,477,"Unpopular"
86969,1011400,"260",12,750,20.25,41,78,53,502,"Unpopular"
86975,1011100,"368",12,750,22.04,34,67,42,740,"Unpopular"
86987,1011400,"346",6,750,15,86,341,161,16130,"Unpopular"
86990,1700000,"125",6,750,34.5,44,127,68,2145,"Unpopular"
87010,1701100,"434",3,750,81,32,78,45,375,"Unpopular"
87013,1011100,"305",6,750,38.45,43,111,57,802,"Unpopular"
87014,1701100,"065",6,750,45,33,83,46,943,"Unpopular"
87018,1011400,"346",6,750,15,64,161,99,2969,"Unpopular"
87025,1022200,"163",6,750,41.25,13,35,18,186,"Unpopular"
87026,1701100,"255",6,750,27.75,115,1445,374,166912,"Popular"
87027,1022200,"163",6,750,45,17,44,25,282,"Unpopular"
87029,1022200,"163",6,750,75,18,36,24,195,"Unpopular"
87030,1092100,"368",6,750,58.32,21,66,34,330,"Unpopular"
87032,1092100,"368",6,750,67.26,10,17,12,63,"Unpopular"
87035,1011100,"255",12,50,21,102,700,245,11670,"Unpopular"
87043,1011400,"346",6,750,15,85,360,146,17386,"Unpopular"
87054,1081400,"055",1,50,77.4,73,296,109,1152,"Unpopular"
87057,1092100,"368",6,750,67.26,20,58,32,362,"Unpopular"
87058,1011100,"306",6,750,27,25,45,34,348,"Unpopular"
87060,1701100,"434",3,750,82.5,41,134,66,421,"Unpopular"
87063,1011400,"346",4,50,26.25,46,116,65,552,"Unpopular"
87073,1011100,"255",48,200,7.5,43,111,59,4800,"Unpopular"
87075,1011100,"255",24,375,13.5,63,208,96,5017,"Unpopular"
